,movie,budget_int,total_gross_int,gross_margin,release_year,tconst,runtime_minutes,genre_lists,main_genre,averageRating,title,region,is_original_title,gross_margin_dollars
11006,A Hologram for the King,35000000,16058504,-117.95,2016,tt2980210,98.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,6.1,Un Holograma para el Rey,CO,0.0,-18941496
11031,Greater,9000000,4000186,-124.99,2016,tt2950418,130.0,"['Biography', 'Family', 'Sport']",Biography/Family/Sport,7.3,Greater,US,0.0,-4999814
11035,The Disappointments Room,15000000,5927228,-153.07,2016,tt2364897,85.0,"['Drama', 'Horror', 'Thriller']",Drama/Horror/Thriller,3.9,Sala Oculta,PT,0.0,-9072772
11048,The Bronze,3500000,1231632,-184.18,2016,,,,,,,,,-2268368
11049,Rules Don't Apply,26700000,7523654,-254.88,2016,tt1974420,127.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,5.7,Kivétel és szabály,HU,0.0,-19176346
11067,The Bounce Back,3000000,743314,-303.6,2016,tt3253232,104.0,"['Comedy', 'Romance']",Comedy/Romance,5.2,Comment se remettre d'un chagrin d'amour,FR,0.0,-2256686
11071,Misconduct,11000000,2352511,-367.59,2016,tt3658772,106.0,"['Crime', 'Drama', 'Mystery']",Crime/Drama/Mystery,5.3,Neištikimybe,LT,0.0,-8647489
11090,Jane Got a Gun,25000000,5285138,-373.02,2016,,,,,,,,,-19714862
11091,Savva. Serdtse voyna,30000000,5015080,-498.2,2016,,,,,,,,,-24984920
11092,A.C.O.R.N.S.: Operation Crackdown,8500000,1353287,-528.1,2016,,,,,,,,,-7146713
11093,Creative Control,1000000,126028,-693.47,2016,,,,,,,,,-873972
11094,The Masked Saint,3500000,365390,-857.88,2016,tt3103166,105.0,"['Action', 'Biography', 'Crime']",Action/Biography/Crime,4.7,The Masked Saint,ES,0.0,-3134610
11099,USS Indianapolis: Men of Courage,40000000,1663785,-2304.16,2016,tt2032572,128.0,"['Action', 'Drama', 'History']",Action/Drama/History,5.3,USS Indianapolis,CA,0.0,-38336215
11117,Kicks,10000000,300382,-3229.09,2016,tt4254584,80.0,"['Adventure', 'Drama']",Adventure/Drama,6.4,Ayakkabilar,TR,0.0,-9699618
11122,The History of Love,20000000,476624,-4096.18,2016,tt0443533,134.0,"['Drama', 'Romance', 'War']",Drama/Romance/War,6.3,La storia dell'amore,IT,0.0,-19523376
11136,I Am Wrath,18000000,309608,-5713.8,2016,tt3212232,92.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,5.4,Я есть гнев,RU,0.0,-17690392
11152,Time to Choose,3500000,58466,-5886.39,2016,,,,,,,,,-3441534
11153,They Will Have to Kill Us First,600000,7943,-7453.82,2016,,,,,,,,,-592057
11154,Yoga Hosers,5000000,22958,-21678.9,2016,tt3838992,88.0,"['Action', 'Comedy', 'Fantasy']",Action/Comedy/Fantasy,4.3,Yoga Hosers,,1.0,-4977042
11160,Mi America,2100000,6660,-31431.53,2016,,,,,,,,,-2093340
11161,The Gallows,100000,64420884,99.84,2015,tt2309260,81.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,4.3,Daragaci,TR,0.0,64320884
11186,Unfriended,1000000,97153843,98.97,2015,,,,,,,,,96153843
11187,War Room,3000000,141765356,97.88,2015,tt3832914,120.0,['Drama'],Drama,6.5,Командный пункт,RU,0.0,138765356
11203,The Visit,5000000,163883921,96.95,2015,tt3567288,94.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,6.2,Viešnage,LT,0.0,158883921
11228,The Boy Next Door,4000000,89408003,95.53,2015,tt3181822,91.0,"['Horror', 'Thriller']",Horror/Thriller,4.7,Komsu Çocuk,TR,0.0,85408003
11253,The Gift,5000000,102765742,95.13,2015,tt4178092,108.0,"['Drama', 'Mystery', 'Thriller']",Drama/Mystery/Thriller,7.0,Geçmisten Gelen,TR,0.0,97765742
11280,Minions,74000000,1496381943,95.05,2015,tt2293640,91.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.4,Suoiuiw,IT,0.0,1422381943
11316,The Green Inferno,1000000,20123711,95.03,2015,,,,,,,,,19123711
11317,Exeter,25000,489792,94.9,2015,tt1945044,91.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,4.5,Στοιχειωμένο άσυλο,GR,0.0,464792
11331,It Follows,2000000,37924832,94.73,2015,,,,,,,,,35924832
11332,Fifty Shades of Grey,40000000,737165331,94.57,2015,tt2322441,125.0,"['Drama', 'Romance', 'Thriller']",Drama/Romance/Thriller,4.1,Khamishim gvanim shel afor,IL,0.0,697165331
11373,Insidious Chapter 3,10000000,172671713,94.21,2015,,,,,,,,,162671713
11374,Pitch Perfect 2,29000000,471921698,93.85,2015,tt2848292,115.0,"['Comedy', 'Music']",Comedy/Music,6.4,Pitch Perfect 2,US,0.0,442921698
11403,No Escape,5000000,70133388,92.87,2015,tt1781922,103.0,"['Action', 'Thriller']",Action/Thriller,6.8,Golpe de estado,ES,0.0,65133388
11435,Magic Mike XXL,14500000,189673654,92.36,2015,tt2268016,115.0,"['Comedy', 'Drama', 'Music']",Comedy/Drama/Music,5.6,Супер Майк XXL,RU,0.0,175173654
11452,Straight Outta Compton,28000000,363380766,92.29,2015,tt1398426,147.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,7.8,Просто iз Комптона,UA,0.0,335380766
11466,The Lazarus Effect,5000000,64160880,92.21,2015,tt2918436,83.0,"['Horror', 'Mystery', 'Sci-Fi']",Horror/Mystery/Sci-Fi,5.2,Hôi Sinh,VN,0.0,59160880
11492,The Second Best Exotic Marigold Hotel,10000000,123462572,91.9,2015,tt2555736,122.0,"['Comedy', 'Drama']",Comedy/Drama,6.6,El nuevo exótico Hotel Marigold,ES,0.0,113462572
11520,Still Alice,5000000,60356012,91.72,2015,,,,,,,,,55356012
11521,Do You Believe?,2300000,27290531,91.57,2015,tt4056738,120.0,['Drama'],Drama,6.1,El poder de la cruz,CL,0.0,24990531
11536,The Overnight,200000,2275804,91.21,2015,tt3844362,79.0,"['Comedy', 'Mystery']",Comedy/Mystery,6.1,Éjjeli találkozó,HU,0.0,2075804
11547,Jurassic World,215000000,2301125489,90.66,2015,tt0369610,124.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,7.0,Джурасик свят,BG,0.0,2086125489
11595,Bajrangi Bhaijaan,13000000,129956348,90.0,2015,tt3863552,163.0,"['Action', 'Comedy', 'Drama']",Action/Comedy/Drama,8.0,Brother Bajrangi,US,0.0,116956348
11601,Furious 7,190000000,1871729814,89.85,2015,tt2820852,137.0,"['Action', 'Crime', 'Thriller']",Action/Crime/Thriller,7.1,Furious 7,NL,0.0,1681729814
11652,Paper Towns,12000000,117450788,89.78,2015,tt3622592,109.0,"['Comedy', 'Drama', 'Mystery']",Comedy/Drama/Mystery,6.2,Ciudades de papel,PE,0.0,105450788
11679,Star Wars Ep. VII: The Force Awakens,306000000,2989973445,89.77,2015,,,,,,,,,2683973445
11680,Paranormal Activity: The Ghost Dimension,10000000,96256498,89.61,2015,tt2473510,88.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,4.6,Paranormalno 5,HR,0.0,86256498
11714,Brooklyn,11000000,100398884,89.04,2015,tt2381111,117.0,"['Drama', 'Romance']",Drama/Romance,7.5,Brooklyn,IL,0.0,89398884
11743,The DUFF,8500000,77558977,89.04,2015,,,,,,,,,69058977
11744,Taken 3,48000000,416912848,88.49,2015,,,,,,,,,368912848
11745,Woman in Gold,11000000,91894200,88.03,2015,tt2404425,109.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,7.3,La dame en or,CA,0.0,80894200
11774,A Walk in the Woods,8000000,66618752,87.99,2015,tt1178665,104.0,"['Adventure', 'Biography', 'Comedy']",Adventure/Biography/Comedy,6.4,Ταξίδι στην Αλαμπάμα,GR,0.0,58618752
11793,The Martian,108000000,883705106,87.78,2015,tt3659388,144.0,"['Adventure', 'Drama', 'Sci-Fi']",Adventure/Drama/Sci-Fi,8.0,Marsovac: Spasilačka misija,RS,0.0,775705106
11834,Sinister 2,10000000,81845180,87.78,2015,tt2752772,97.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,5.3,Sinister II,FI,0.0,71845180
11859,Hotel Transylvania 2,80000000,639200408,87.48,2015,tt2510894,89.0,"['Animation', 'Comedy', 'Family']",Animation/Comedy/Family,6.7,Hotel Transylvania 2,,1.0,559200408
11888,Daddy's Home,50000000,393114274,87.28,2015,tt1528854,96.0,['Comedy'],Comedy,6.2,Хто в домi тато,UA,0.0,343114274
11915,Cinderella,95000000,735702706,87.09,2015,tt1661199,105.0,"['Drama', 'Family', 'Fantasy']",Drama/Family/Fantasy,6.9,Sindirella,AZ,0.0,640702706
11955,Creed,37000000,283335162,86.94,2015,tt3076658,133.0,"['Drama', 'Sport']",Drama/Sport,7.6,Creed - The Legacy of Rocky,SE,0.0,246335162
11986,La famille BÃ©lier,11000000,82438670,86.66,2015,,,,,,,,,71438670
11987,The Big Short,28000000,203422622,86.24,2015,tt1596363,130.0,"['Biography', 'Comedy', 'Drama']",Biography/Comedy/Drama,7.8,La gran apuesta,CL,0.0,175422622
12022,Trainwreck,35000000,251336597,86.07,2015,tt3152624,125.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,6.2,Ask Kazasi,TR,0.0,216336597
12055,Krampus,15000000,104513868,85.65,2015,tt3850590,98.0,"['Comedy', 'Fantasy', 'Horror']",Comedy/Fantasy/Horror,6.2,Krampus,US,0.0,89513868
12074,Inside Out,175000000,1210697703,85.55,2015,tt2096673,95.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,8.1,Думками навиворiт,UA,0.0,1035697703
12123,We Are Your Friends,2000000,13744832,85.45,2015,tt3787590,96.0,"['Drama', 'Music', 'Romance']",Drama/Music/Romance,6.2,"Música, amigos y fiesta",AR,0.0,11744832
12141,Spotlight,20000000,137144236,85.42,2015,tt1895587,129.0,"['Crime', 'Drama']",Crime/Drama,8.1,Spotlight,,1.0,117144236
12169,The Intern,40000000,272880382,85.34,2015,tt2361509,121.0,"['Comedy', 'Drama']",Comedy/Drama,7.1,The Intern,US,0.0,232880382
12200,Saul fia,1700000,11473580,85.18,2015,,,,,,,,,9773580
12201,The Perfect Guy,18000000,117305601,84.66,2015,tt3862750,100.0,"['Crime', 'Drama', 'Horror']",Crime/Drama/Horror,5.6,Barbatul perfect,RO,0.0,99305601
12222,Sisters,30000000,193075305,84.46,2015,tt1850457,118.0,['Comedy'],Comedy,6.0,Οι αδελφούλες,GR,0.0,163075305
12248,Maze Runner: The Scorch Trials,61000000,392263354,84.45,2015,tt4046784,131.0,"['Action', 'Sci-Fi', 'Thriller']",Action/Sci-Fi/Thriller,6.3,Maze Runner - Die Auserwählten in der Brandwüste,DE,0.0,331263354
12286,The SpongeBob Movie: Sponge Out of Water,74000000,474007213,84.39,2015,tt2279373,92.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.0,SpongeBob 3D: Spons op het droge,NL,0.0,400007213
12327,The Wedding Ringer,23000000,144631807,84.1,2015,tt0884732,101.0,['Comedy'],Comedy,6.6,Шафер напрокат,RU,0.0,121631807
12358,Paddington,55000000,335012675,83.58,2015,,,,,,,,,280012675
12359,Selma,20000000,118853484,83.17,2015,,,,,,,,,98853484
12360,Mission: Impossible -Rogue Nation,150000000,883901369,83.03,2015,,,,,,,,,733901369
12361,Bridge of Spies,40000000,234812092,82.97,2015,tt3682448,142.0,"['Drama', 'History', 'Thriller']",Drama/History/Thriller,7.6,Bridge of Spies: Der Unterhändler,DE,0.0,194812092
12406,The Hunger Games: Mockingjay - Part 2,160000000,930710689,82.81,2015,tt1951266,137.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,6.6,"Nälkäpeli - Matkijanärhi, osa 2",FI,0.0,770710689
12447,Kingsman: The Secret Service,94000000,532823448,82.36,2015,,,,,,,,,438823448
12448,Avengers: Age of Ultron,330600000,1862019831,82.25,2015,tt2395427,141.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,7.3,Qisasçilar 2,AZ,0.0,1531419831
12489,San Andreas,110000000,611449371,82.01,2015,tt2126355,114.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,6.1,Terremoto: La falla de San Andrés,CL,0.0,501449371
12518,Ant-Man,130000000,699060612,81.4,2015,tt0478970,117.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,7.3,Ant-Man 3D,PL,0.0,569060612
12549,The Revenant,135000000,716576196,81.16,2015,tt1663202,156.0,"['Action', 'Adventure', 'Biography']",Action/Adventure/Biography,8.0,Zjawa,PL,0.0,581576196
12581,"McFarland, USA",17000000,90188199,81.15,2015,tt2097298,129.0,"['Biography', 'Drama', 'Sport']",Biography/Drama/Sport,7.4,McFarland,IE,0.0,73188199
12603,Spy!,65000000,343411460,81.07,2015,,,,,,,,,278411460
12604,Vacation,31000000,161190688,80.77,2015,tt1524930,99.0,"['Adventure', 'Comedy']",Adventure/Comedy,6.1,Férias Frustradas,BR,0.0,130190688
12636,Dope,7000000,35697301,80.39,2015,tt3850214,103.0,"['Comedy', 'Crime', 'Drama']",Comedy/Crime/Drama,7.2,Dope,US,0.0,28697301
12654,Get Hard,40000000,196922906,79.69,2015,tt2561572,100.0,"['Comedy', 'Crime']",Comedy/Crime,6.0,Cienki Bolek,PL,0.0,156922906
12675,Ex Machina,13000000,63799363,79.62,2015,,,,,,,,,50799363
12676,Southpaw,30000000,146578409,79.53,2015,tt1798684,124.0,"['Drama', 'Sport']",Drama/Sport,7.4,Lovitura de stanga,RO,0.0,116578409
12701,Shaun the Sheep,25000000,121301143,79.39,2015,,,,,,,,,96301143
12702,Black or White,9000000,43542210,79.33,2015,,,,,,,,,34542210
12703,Carol,11800000,55555012,78.76,2015,tt2402927,118.0,"['Drama', 'Romance']",Drama/Romance,7.2,Carol,FI,0.0,43755012
12727,Paul Blart: Mall Cop 2,38000000,178742240,78.74,2015,tt3450650,94.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,4.4,Superpoli en Las Vegas,ES,0.0,140742240
12749,Project Almanac,12000000,55257678,78.28,2015,tt2436386,106.0,"['Drama', 'Mystery', 'Sci-Fi']",Drama/Mystery/Sci-Fi,6.4,Sonsuzluk Projesi,TR,0.0,43257678
12775,Mustang,1400000,6398048,78.12,2015,tt3966404,97.0,['Drama'],Drama,7.6,Mustang,RO,0.0,4998048
12796,Ted 2,68000000,298690528,77.23,2015,tt2637276,115.0,['Comedy'],Comedy,6.3,Ted 2,US,0.0,230690528
12821,Sicario,30000000,131283042,77.15,2015,tt3397884,121.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,7.6,Sikario,RS,0.0,101283042
12855,Home,130000000,563395406,76.93,2015,tt2224026,94.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.6,Home: No hay lugar como el hogar,CL,0.0,433395406
12898,Max,20000000,86314412,76.83,2015,tt3369806,111.0,"['Adventure', 'Drama', 'Family']",Adventure/Drama/Family,6.7,Max: O Cão Herói,BR,0.0,66314412
12906,Mommy,4900000,21034699,76.71,2015,tt5152894,135.0,['Drama'],Drama,,Mommy,US,0.0,16134699
12907,Goosebumps,58000000,238974782,75.73,2015,tt1051904,103.0,"['Adventure', 'Comedy', 'Family']",Adventure/Comedy/Family,6.3,Goosebumps: Canavarlar Firarda,TR,0.0,180974782
12945,Poltergeist,35000000,143138194,75.55,2015,tt1029360,93.0,"['Horror', 'Thriller']",Horror/Thriller,4.9,Poltergeist,HR,0.0,108138194
12968,Everest,65000000,264779331,75.45,2015,tt2719848,121.0,"['Action', 'Adventure', 'Biography']",Action/Adventure/Biography,7.1,Еверест,BG,0.0,199779331
12989,Room,13000000,50940457,74.48,2015,tt3170832,118.0,"['Drama', 'Thriller']",Drama/Thriller,8.1,Soba,HR,0.0,37940457
13022,The Transporter Refueled,22000000,85728165,74.34,2015,tt2938956,96.0,"['Action', 'Adventure', 'Crime']",Action/Adventure/Crime,5.2,Carga Explosiva: O Legado,BR,0.0,63728165
13057,The Divergent Series: Insurgent,110000000,425254954,74.13,2015,,,,,,,,,315254954
13058,The Peanuts Movie,99000000,380270021,73.97,2015,tt2452042,88.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,7.1,Snoopy in Charlie Brown: film o arašidkih,SI,0.0,281270021
13110,The Night Before,25000000,95463071,73.81,2015,tt3530002,101.0,"['Adventure', 'Comedy', 'Fantasy']",Adventure/Comedy/Fantasy,6.4,Három király tesó,HU,0.0,70463071
13134,Love the Coopers,18000000,68530221,73.73,2015,tt2279339,107.0,"['Comedy', 'Fantasy', 'Romance']",Comedy/Fantasy/Romance,5.8,Navidad con los Cooper,PE,0.0,50530221
13165,Ricki and the Flash,18000000,68005531,73.53,2015,tt3623726,101.0,"['Comedy', 'Drama', 'Music']",Comedy/Drama/Music,5.9,Ricki and the Flash: De Volta Para Casa,BR,0.0,50005531
13192,Alvin and the Chipmunks: The Road Chip,90000000,335404943,73.17,2015,tt2974918,92.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,5.0,Alvin et les Chipmunks: À fond la caisse,FR,0.0,245404943
13222,The Age of Adaline,30000000,111614312,73.12,2015,tt1655441,112.0,"['Drama', 'Fantasy', 'Romance']",Drama/Fantasy/Romance,7.2,Век Адалин,RU,0.0,81614312
13253,Spectre,300000000,1079695098,72.21,2015,tt2379713,148.0,"['Action', 'Adventure', 'Thriller']",Action/Adventure/Thriller,6.8,Спектър,BG,0.0,779695098
13286,Pixels,90000000,322807790,72.12,2015,tt2120120,105.0,"['Action', 'Comedy', 'Sci-Fi']",Action/Comedy/Sci-Fi,5.5,Pixel,HU,0.0,232807790
13315,Mad Max: Fury Road,150000000,523734374,71.36,2015,tt1392190,120.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,8.1,Mad Max: Fury Road,AU,0.0,373734374
13352,Focus,65000000,221928663,70.71,2015,tt2381941,105.0,"['Comedy', 'Crime', 'Drama']",Comedy/Crime/Drama,6.6,Golpe Duplo,BR,0.0,156928663
13378,Terminator: Genisys,155000000,521911850,70.3,2015,,,,,,,,,366911850
13379,The Hateful Eight,62000000,201982302,69.3,2015,tt3460252,168.0,"['Crime', 'Drama', 'Mystery']",Crime/Drama/Mystery,7.8,Los 8 más Odiados,MX,0.0,139982302
13418,Knock Knock,2000000,6364852,68.58,2015,tt3605418,99.0,"['Drama', 'Thriller']",Drama/Thriller,4.9,N'ouvrez pas la porte,CA,0.0,4364852
13446,Black Mass,53000000,161413550,67.17,2015,tt1355683,123.0,"['Biography', 'Crime', 'Drama']",Biography/Crime/Drama,6.9,Pacto Criminal,CL,0.0,108413550
13475,Sardaar Ji,2700000,8200000,67.07,2015,tt4080386,141.0,"['Comedy', 'Fantasy', 'Horror']",Comedy/Fantasy/Horror,6.4,Sardaar Ji,,1.0,5500000
13478,Que Horas Ela Volta?,1200000,3626017,66.91,2015,,,,,,,,,2426017
13479,Hitman: Agent 47,35000000,104650253,66.56,2015,tt2679042,96.0,"['Action', 'Adventure', 'Crime']",Action/Adventure/Crime,5.7,Hitman: Ajan 47,TR,0.0,69650253
13503,The Longest Ride,34000000,101249045,66.42,2015,tt2726560,123.0,"['Drama', 'Romance']",Drama/Romance,7.1,Uma Vida ao Teu Lado,PT,0.0,67249045
13529,Chappie,49000000,136571324,64.12,2015,tt1823672,120.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,6.8,Chappie,,1.0,87571324
13551,Suffragette,14000000,38747329,63.87,2015,tt3077214,106.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,6.9,Suffragestiot,IL,0.0,24747329
13581,Captive,2000000,5375274,62.79,2015,tt3268668,97.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,5.4,В плен,BG,0.0,3375274
13589,Secret in Their Eyes,20000000,52788174,62.11,2015,tt1741273,111.0,"['Crime', 'Drama', 'Mystery']",Crime/Drama/Mystery,6.3,Secretos de una obsesión,CL,0.0,32788174
13616,Joy,60000000,157585291,61.93,2015,tt2446980,124.0,['Drama'],Drama,6.6,Joy,GR,0.0,97585291
13639,Entourage,30000000,78801942,61.93,2015,tt1674771,104.0,['Comedy'],Comedy,6.6,Entourage,CA,0.0,48801942
13666,Burnt,20000000,50425456,60.34,2015,tt2503944,101.0,"['Comedy', 'Drama']",Comedy/Drama,6.6,Ο σεφ που έπαιζε με τη φωτιά,GR,0.0,30425456
13699,While We're Young,10000000,25085893,60.14,2015,,,,,,,,,15085893
13700,The Good Dinosaur,187500000,456858157,58.96,2015,tt1979388,93.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.7,Untitled Pixar/Dinosaurs Project,US,0.0,269358157
13743,Concussion,35000000,84895622,58.77,2015,tt3322364,123.0,"['Biography', 'Drama', 'Sport']",Biography/Drama/Sport,7.1,Sérülés,,0.0,49895622
13771,Hot Pursuit,35000000,80251713,56.39,2015,tt2967224,87.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,5.2,Dos locas en fuga,AR,0.0,45251713
13806,Woodlawn,13000000,28797800,54.86,2015,tt4183692,123.0,"['Drama', 'Sport']",Drama/Sport,6.5,Woodlawn,,1.0,15797800
13811,Youth,13000000,26704869,51.32,2015,tt3312830,124.0,"['Comedy', 'Drama', 'Music']",Comedy/Drama/Music,7.3,Tinerete,RO,0.0,13704869
13844,The Walk,35000000,71653287,51.15,2015,tt2159988,89.0,"['Crime', 'Thriller']",Crime/Thriller,6.7,The Walk,GB,0.0,36653287
13877,The Man From U.N.C.L.E.,75000000,150394693,50.13,2015,,,,,,,,,75394693
13878,Me and Earl and the Dying Girl,8000000,16024596,50.08,2015,tt2582496,105.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,7.7,"Я, Эрл и умирающая девушка",RU,0.0,8024596
13901,The Last Witch Hunter,80000000,158186572,49.43,2015,tt1618442,106.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,6.0,Tza'yad ha'mekhashefot ha'akharon,IL,0.0,78186572
13927,Crimson Peak,55000000,106057174,48.14,2015,tt2554274,119.0,"['Drama', 'Fantasy', 'Horror']",Drama/Fantasy/Horror,6.5,La cumbre escarlata,PE,0.0,51057174
13954,90 Minutes in Heaven,5000000,9632284,48.09,2015,tt4337690,121.0,['Drama'],Drama,4.8,90 λεπτά στον Παράδεισο,GR,0.0,4632284
13967,Tian jiang xiong shi,65000000,122593944,46.98,2015,,,,,,,,,57593944
13968,The Diary of a Teenage Girl,2000000,3756961,46.77,2015,tt3172532,102.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,6.8,O Diário de Uma Rapariga Adolescente,PT,0.0,1756961
13981,Run All Night,50000000,93423288,46.48,2015,tt2199571,114.0,"['Action', 'Drama', 'Thriller']",Action/Drama/Thriller,6.6,Gece Takibi,TR,0.0,43423288
14012,Fantastic Four,120000000,223966735,46.42,2015,tt1502712,100.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,4.2,Fantastyczna Czwórka,PL,0.0,103966735
14045,Hot Tub Time Machine 2,14000000,25141295,44.31,2015,tt2637294,93.0,"['Comedy', 'Mystery', 'Sci-Fi']",Comedy/Mystery/Sci-Fi,5.1,Машина времени в джакузи 2,RU,0.0,11141295
14063,Steve Jobs,30000000,53345665,43.76,2015,tt2080374,122.0,"['Biography', 'Drama']",Biography/Drama,7.2,Steve Jobs,BR,0.0,23345665
14083,Legend,25000000,44298444,43.56,2015,tt3569230,132.0,"['Biography', 'Crime', 'Drama']",Biography/Crime/Drama,6.9,Légende,CA,0.0,19298444
14107,Self/Less,26000000,45947010,43.41,2015,,,,,,,,,19947010
14108,Tomorrowland,170000000,300063840,43.35,2015,tt1964418,130.0,"['Action', 'Adventure', 'Family']",Action/Adventure/Family,6.4,Tomorrowland,MX,0.0,130063840
